new_phibase_acc	old_phibase_acc	uniprot_acc	gene_name_phibase	gene_locus_id	gene_locus_id_type	pathogen_species_taxon_id	pathogen_taxon_id	pathogen_taxon_name_ncbi	host_species_taxon_id	host_species_name_ncbi	phi_disease_phenotype_id	phi_disease_phenotype_name	experiment_specification_ids	experiment_specification_names	pubmed_id	doi
PHI:I436	PHI:441	Q6A2T2	BTP1	CAE55153	EMBL	40559	40559	Botrytis cinerea	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	20565654	10.1111/j.1364-3703.2005.00278.x
PHI:I437	PHI:441	Q6A2T2	BTP1	CAE55153	EMBL	40559	40559	Botrytis cinerea	4072	Capsicum annuum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	20565654	10.1111/j.1364-3703.2005.00278.x
PHI:I438	PHI:441	Q6A2T2	BTP1	CAE55153	EMBL	40559	40559	Botrytis cinerea	3885	Phaseolus vulgaris	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	20565654	10.1111/j.1364-3703.2005.00278.x
PHI:I439	PHI:442	I1S241	MSY1	FGSG_10825	Broad	5518	229533	Fusarium graminearum PH-1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	18943005	10.1094/PHYTO-95-0744
PHI:I440	PHI:442	I1S241	MSY1	FGSG_10825	Broad	5518	229533	Fusarium graminearum PH-1	4565	Triticum aestivum	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	18943005	10.1094/PHYTO-95-0744
PHI:I441	PHI:443	I1RE58	CBL1	FG01932	Broad	5518	229533	Fusarium graminearum PH-1	4565	Triticum aestivum	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	18943005	10.1094/PHYTO-95-0744
PHI:I442	PHI:443	I1RE58	CBL1	FG01932	Broad	5518	229533	Fusarium graminearum PH-1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	18943005	10.1094/PHYTO-95-0744
PHI:I443	PHI:444	I1RD66	ZIF1	FG01555	Broad	5518	229533	Fusarium graminearum PH-1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	18943005	10.1094/PHYTO-95-0744
PHI:I444	PHI:444	I1RD66	ZIF1	FG01555	Broad	5518	229533	Fusarium graminearum PH-1	4565	Triticum aestivum	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	18943005	10.1094/PHYTO-95-0744
PHI:I445	PHI:445	I1RA52	NOS1	FG00376	Broad	5518	229533	Fusarium graminearum PH-1	4565	Triticum aestivum	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	18943005	10.1094/PHYTO-95-0744
PHI:I446	PHI:445	I1RA52	NOS1	FG00376	Broad	5518	229533	Fusarium graminearum PH-1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	18943005	10.1094/PHYTO-95-0744
PHI:I447	PHI:446	I1RA15	TBL1	FG00332	Broad	5518	229533	Fusarium graminearum PH-1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	18943005	10.1094/PHYTO-95-0744
PHI:I448	PHI:446	I1RA15	TBL1	FG00332	Broad	5518	229533	Fusarium graminearum PH-1	4565	Triticum aestivum	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	18943005	10.1094/PHYTO-95-0744
PHI:I449	PHI:2348	I1RA15	FTL1 (TBL1)	FGSG_00332  	Broad	5518	229533	Fusarium graminearum PH-1	4564	Triticum	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	19377037	10.1128/EC.00048-09
PHI:I450	PHI:448	F5HEA9	MAK2	SNOG_03299	Broad	13684	13684	Parastagonospora nodorum	4564	Triticum	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	16028107	10.1007/s00294-005-0588-y
PHI:I451	PHI:449	Q2PBY8	CDC42	CAI48090	EMBL	5111	5111	Claviceps purpurea	4550	Secale cereale	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	16002649	10.1128/EC.4.7.1228-1238.2005
PHI:I452	PHI:450	Q5UB48	SKN7	AAV36564	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16041017	10.1128/IAI.73.8.5022-5030.2005
PHI:I453	PHI:451	O74189	PMT1	AAC31119	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	9694829	
PHI:I454	PHI:452	Q9UVB5	PMT6	AAF16867	EMBL	5476	5477	Candida boidinii	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10809683	
PHI:I455	PHI:453	Q5ACU3	PMT5	EAL00423 	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16040968	10.1128/IAI.73.8.4571-4580.2005
PHI:I456	PHI:453	Q5ACU3	PMT5	EAL00423 	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	15659169	
PHI:I457	PHI:453	Q5ACU3	PMT5	EAL00423 	EMBL	5476	5476	Candida albicans	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16040968	10.1128/IAI.73.8.4571-4580.2005
PHI:I458	PHI:454	Q5ADM9	PMT2	EAL01044 	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16040968	10.1128/IAI.73.8.4571-4580.2005
PHI:I459	PHI:455	Q00523	CAP59	AAC13946	EMBL	5207	5207	Cryptococcus neoformans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000002;ESO:0000007	gene disruption;gene deletion;gene complementation	8007987	
PHI:I460	PHI:455	Q00523	CAP59	AAC13946	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	7137	Galleria mellonella	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000002;ESO:0000007	gene disruption;gene deletion;gene complementation	15972469	10.1128/IAI.73.7.3842-3850.2005
PHI:I461	PHI:455	Q00523	CAP59	AAC13946	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	7227	Drosophila melanogaster	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000002;ESO:0000007	gene disruption;gene deletion;gene complementation	15075271	
PHI:I462	PHI:455	Q00523	CAP59	AAC13946	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000002;ESO:0000007	gene disruption;gene deletion;gene complementation	12438649	10.1073/pnas.232568599
PHI:I463	PHI:457	Q5A409	CHS2	EAK97437	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	8016141	
PHI:I464	PHI:458	O94196	MHP1	AAD18059	EMBL	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16101997	10.1111/j.1365-2958.2005.04750.x
PHI:I465	PHI:459;PHI:460	Q99067;Q99071	UhbE1;UhbW1	CAA79218;CAA79219	EMBL;EMBL	120017	120017	Ustilago hordei	112509	Hordeum vulgare subsp. vulgare	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	8844149	
PHI:I466	PHI:461	P0CY23	CST20	AAB38875	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	8917571	
PHI:I467	PHI:462	C4YLK8	HST7	AAB59338 	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	8917571	
PHI:I468	PHI:463	P02829	HSP90	AAA02743	EMBL	4932	4932	Saccharomyces cerevisiae	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000011	gene overexpression	9116640	
PHI:I469	PHI:464	P87198	KIN1	AAB63336	EMBL	5270	559306	Ustilago maydis FB1	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	9218789	
PHI:I470	PHI:465	P87199	KIN2	AAB63337	EMBL	5270	559306	Ustilago maydis FB1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	9218789	
PHI:I471	PHI:466	P49605	UBC1	AAA57470	EMBL	5270	5270	Ustilago maydis	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	9338961	10.1105/tpc.9.9.1585
PHI:I472	PHI:467	P87090	CPC1	AAC16255	EMBL	5116	5116	Cryphonectria parasitica	134033	Castanea dentata	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	9501479	10.1006/fgbi.1997.1023
PHI:I473	PHI:468	Q6VBJ0	EPA1	AAQ82691	EMBL	5478	5478	Candida glabrata	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	10417386	
PHI:I474	PHI:469	Q9UW18	TOXG	AAD47837	EMBL	5017	5017	Bipolaris zeicola	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10671527	
PHI:I475	PHI:470	O42722	STE12alpha	AAC01955	EMBL	5207	214684	Cryptococcus neoformans var. neoformans JEC21	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10704467	
PHI:I476	PHI:471	C4YDI6	CDC42	AAB69764	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	12582118	
PHI:I477	PHI:472	Q8NID8	AVR2	CAD16675	EMBL	5499	5499	Passalora fulva	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	15845874	10.1126/science.1111404
PHI:I478	PHI:473	Q572D3	AVR3a	CAI72345	EMBL	4787	4787	Phytophthora infestans	4100	Nicotiana benthamiana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	15894622	10.1073/pnas.0500113102
PHI:I479	PHI:474	P0CM54	CNB1	AAG13937	EMBL	5207	214684	Cryptococcus neoformans var. neoformans JEC21	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11251806	
PHI:I480	PHI:475	Q9C1I3	RFG1	AAK15315	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	11259598	10.1128/MCB.21.7.2496-2505.2001
PHI:I481	PHI:476	Q9HFT9	STE11alpha	AAG30205	EMBL	5207	5207	Cryptococcus neoformans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11298287	
PHI:I482	PHI:477	Q59RB8	ICL1	EAK93039 	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11452311	10.1038/35083594
PHI:I483	PHI:478	Q8X1S9	HGL1	AAL55095	EMBL	5270	237631	Ustilago maydis 521	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	11489122	
PHI:I484	PHI:479	C5P3X6	MEP1	AAQ07436	EMBL	199306	199306	Coccidioides posadasii	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16177346	10.1128/IAI.73.10.6689-6703.2005
PHI:I485	PHI:480	Q59VH7	SAP7	EAK94461	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16177393	
PHI:I486	PHI:480	Q59VH7	SAP7	EAK94461	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16177393	
PHI:I487	PHI:481	Q5D1P9	KLAP1	AAX14039	EMBL	27357	27357	Colletotrichum acutatum	159033	Citrus aurantiifolia	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	20565676	 10.1111/J.1364-3703.2005.00300.X
PHI:I488	PHI:481	Q5D1P9	KLAP1	AAX14039	EMBL	27357	27357	Colletotrichum acutatum	159033	Citrus aurantiifolia	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	20565676	 10.1111/J.1364-3703.2005.00300.X
PHI:I489	PHI:482	Q6TFC7	LAEA	AAR01218	EMBL	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	16151250	
PHI:I490	PHI:483	Q5EKM7	VMK1	AAW71477	EMBL	27337	27337	Verticillium dahliae	4073	Capsicum frutescens	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	16003535	
PHI:I491	PHI:483	Q5EKM7	VMK1	AAW71477	EMBL	27337	27337	Verticillium dahliae	4236	Lactuca sativa	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16003535	
PHI:I492	PHI:483	Q5EKM7	VMK1	AAW71477	EMBL	27337	27337	Verticillium dahliae	3635	Gossypium hirsutum	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16003535	
PHI:I493	PHI:483	Q5EKM7	VMK1	AAW71477	EMBL	27337	27337	Verticillium dahliae	260674	Citrullus lanatus subsp. vulgaris	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16003535	
PHI:I494	PHI:483	Q5EKM7	VMK1	AAW71477	EMBL	27337	27337	Verticillium dahliae	59895	Cynara cardunculus var. scolymus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	16003535	
PHI:I495	PHI:483	Q5EKM7	VMK1	AAW71477	EMBL	27337	27337	Verticillium dahliae	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16003535	
PHI:I496	PHI:483	Q5EKM7	VMK1	AAW71477	EMBL	27337	27337	Verticillium dahliae	4111	Solanum melongena	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16003535	
PHI:I497	PHI:484	Q5AA40	CHS7	EAK99541	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16079341	
PHI:I498	PHI:485	Q9P8U9	FTR1	AAF69680	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10807578	
PHI:I499	PHI:486	E9QYP0	SIDA	AAT84594	EMBL	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	16113265	
PHI:I500	PHI:488	Q59SR6	IRS4	EAK93583	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16151204	10.1099/mic.0.27998-0
PHI:I501	PHI:489	Q5K8C9	TRX1	AAW46720	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	16045626	
PHI:I502	PHI:489	Q5K8C9	TRX1	AAW46720	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	16045626	
PHI:I503	PHI:490	Q6B957	FRP1	AAT85969	EMBL	5507	5507	Fusarium oxysporum	4081	Solanum lycopersicum	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16091043	10.1111/j.1365-2958.2005.04751.x
PHI:I504	PHI:491	Q59ZY7	YVH1	EAK96144	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16000712	10.1099/mic.0.27999-0
PHI:I505	PHI:492	Q4G495	BcPG2	AAV84614	EMBL	40559	40559	Botrytis cinerea	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	15998308	10.1111/j.1365-313X.2005.02436.x
PHI:I506	PHI:492	Q4G495	BcPG2	AAV84614	EMBL	40559	40559	Botrytis cinerea	3885	Phaseolus vulgaris	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	15998308	10.1111/j.1365-313X.2005.02436.x
PHI:I507	PHI:493	F2Z6H2	STE11	AAT98628	EMBL	5478	5478	Candida glabrata	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	16110782	
PHI:I508	PHI:494;PHI:495;PHI:496	Q4WPX2;E9NYS9;Q4WY82	PPOA;PPOB;PPOC	EAL89712;ADW65671;EAL92371	EMBL;EMBL;EMBL	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000013	gene silencing	16040966	10.1128/IAI.73.8.4548-4559.2005
PHI:I509	PHI:497	Q56R42	HOG1	AAX08139	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15728721	10.1091/mbc.E04-11-0987
PHI:I510	PHI:499	Q5BUB4	PiBZP1	AAX19188	EMBL	4787	4787	Phytophthora infestans	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000013	gene silencing	15819621	
PHI:I511	PHI:500	Q59MV9	YHB1	EAK91807	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000010	other evidence	15189992	10.1091/mbc.E05-05-0435
PHI:I512	PHI:501	P21264	ADE2	CAA99327	EMBL	4932	4932	Saccharomyces cerevisiae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11606528	
PHI:I513	PHI:502	P04046	ADE4	CAA89133	EMBL	4932	4932	Saccharomyces cerevisiae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11606528	
PHI:I514	PHI:503	P40086	COX15	AAB64668	EMBL	4932	4932	Saccharomyces cerevisiae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11606528	
PHI:I515	PHI:504	P04173	LEU2	CAA42366	EMBL	4932	4932	Saccharomyces cerevisiae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11606528	
PHI:I516	PHI:505	P15801	MIP1	AAA17543	EMBL	4932	4932	Saccharomyces cerevisiae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11606528	
PHI:I517	PHI:506	P03962	URA3	AAA34824	EMBL	4932	4932	Saccharomyces cerevisiae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11606528	
PHI:I518	PHI:507	C4YKT4	CaRAS1	AAF03566	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	11722734	
PHI:I519	PHI:508	Q96VB5	AFT1	BAB69076	EMBL	5599	5599	Alternaria alternata	3747	Fragaria x ananassa	PHIPO:0000007	loss of pathogenicity	ESO:0000010	other evidence	12019223	
PHI:I520	PHI:508	Q96VB5	AFT1	BAB69076	EMBL	5599	5599	Alternaria alternata	23211	Pyrus communis	PHIPO:0000007	loss of pathogenicity	ESO:0000010	other evidence	12019223	
PHI:I521	PHI:509	Q96VB3	AFT3	BAB69078	EMBL	5599	5599	Alternaria alternata	23211	Pyrus communis	PHIPO:0000007	loss of pathogenicity	ESO:0000010	other evidence	12019223	
PHI:I522	PHI:509	Q96VB3	AFT3	BAB69078	EMBL	5599	5599	Alternaria alternata	3747	Fragaria x ananassa	PHIPO:0000007	loss of pathogenicity	ESO:0000010	other evidence	12019223	
PHI:I523	PHI:510	Q59RG1	CaNAG3	EAK93097	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000010	other evidence	12076781	
PHI:I524	PHI:511	Q59RG0	CaNAG4	EAK93098	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	12076781	
PHI:I525	PHI:512	Q9C0L9	CaNAG6	BAB43823	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	12076781	
PHI:I526	PHI:513	Q5A2T6	ARN1 (SIT1)	EAK97011	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	12183576	
PHI:I527	PHI:513	Q5A2T6	ARN1 (SIT1)	EAK97011	EMBL	5476	5476	Candida albicans	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	12183576	
PHI:I528	PHI:514	Q5AJ77	IRO1	EAL03004	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16237272	
PHI:I529	PHI:515	Q8NJW8	UKB1	AAL93208	EMBL	5270	237631	Ustilago maydis 521	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	12223194	
PHI:I530	PHI:516	Q9HG20	APP1	AAG09422	EMBL	5207	5207	Cryptococcus neoformans	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	14523045	10.1074/jbc.M507285200
PHI:I531	PHI:516	Q9HG20	APP1	AAG09422	EMBL	5207	5207	Cryptococcus neoformans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	14523045	10.1074/jbc.M507285200
PHI:I532	PHI:517	G1UBC2	CaEAP1	EAK95520	EMBL	5476	237561	Candida albicans SC5314	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	14665461	
PHI:I533	PHI:518	Q7Z8E9	MST20	AAP93639	EMBL	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	15141959	
PHI:I534	PHI:519	Q96UH9	CHM1	AAL15449	EMBL	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	15141959	
PHI:I535	PHI:520	Q5A755	NOT5	EAK98681	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	14500538	10.1128/IAI.73.11.7190-7197.2005
PHI:I536	PHI:521	O43117	CgDN24	AAB92223	EMBL	474922	474922	Colletotrichum gloeosporioides	62615	Stylosanthes guianensis	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	16255144	
PHI:I537	PHI:522	Q2KN79	GAS1	AAX78216	EMBL	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16353549	10.1094/MPMI-18-1140
PHI:I538	PHI:522	Q2KN79	GAS1	AAX78216	EMBL	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	16353549	10.1094/MPMI-18-1140
PHI:I539	PHI:523	G1UAU2	FLO8	AAQ03244	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	16267276	10.1091/mbc.E05-06-0502
PHI:I540	PHI:524	Q4U320	CLN1	AAY42143	EMBL	5270	5270	Ustilago maydis	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000011	gene disruption;gene overexpression	16258033	10.1105/tpc.105.036319
PHI:I541	PHI:524	Q4U320	CLN1	AAY42143	EMBL	5270	5270	Ustilago maydis	4577	Zea mays	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000011	gene disruption;gene overexpression	16258033	10.1105/tpc.105.036319
PHI:I542	PHI:526	Q705V7	GAS1	CAF05793	EMBL	5270	559306	Ustilago maydis FB1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	16272431	10.1105/tpc.105.036285
PHI:I543	PHI:527	Q59L12	ALS3	AAO72959	EMBL	5476	5476	Candida albicans	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15256583	10.1099/mic.0.26943-0
PHI:I544	PHI:527	Q59L12	ALS3	AAO72959	EMBL	5476	5476	Candida albicans	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15256583	10.1099/mic.0.26943-0
PHI:I545	PHI:528	Q6IWN3	CLA4	AAT39367	EMBL	5270	5270	Ustilago maydis	4577	Zea mays	PHIPO:0000007	loss of pathogenicity	ESO:0000002	gene deletion	15469512	10.1111/j.1365-2958.2004.04296.x
PHI:I546	PHI:529	Q5VB04	AVR4E	AAT28197	EMBL	5499	5499	Passalora fulva	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	10571888	10.1046/j.1365-313X.1999.00601.x
